[23.01.2025 4:45:25] Протоколирование начато.
[23.01.2025 4:45:25] Создание новой базы данных
[23.01.2025 4:45:26] Загрузка данных из файла Excel.
[23.01.2025 4:45:26] Загружено животных: id 1, species Попугай, breed Ара
[24.01.2025 0:52:44] Добавлены покупатели: id 1543, name Michael Gordon, age 65, address Норильск
[24.01.2025 0:52:44] Добавлены покупатели: id 1544, name Malik Norman, age 44, address Тольятти
[24.01.2025 0:52:44] Добавлены покупатели: id 1545, name Ashley Perez, age 28, address Ярославль
[24.01.2025 0:52:44] Добавлены покупатели: id 1546, name Christopher Wood, age 39, address Северодвинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1547, name Gregory Hall, age 19, address Волжский
[24.01.2025 0:52:44] Добавлены покупатели: id 1548, name Michael Pierce, age 67, address Петропавловск-Камчатский
[24.01.2025 0:52:44] Добавлены покупатели: id 1549, name Susan Wilson, age 18, address Тамбов
[24.01.2025 0:52:44] Добавлены покупатели: id 1550, name Lauren Juarez, age 54, address Энгельс
[24.01.2025 0:52:44] Добавлены покупатели: id 1551, name Laurie Russo, age 59, address Владивосток
[24.01.2025 0:52:44] Добавлены покупатели: id 1552, name Brittany Robinson, age 21, address Обнинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1553, name Krystal Patrick, age 22, address Владимир
[24.01.2025 0:52:44] Добавлены покупатели: id 1554, name William Huff, age 57, address Санкт-Петербург
[24.01.2025 0:52:44] Добавлены покупатели: id 1555, name Rachel Pham, age 50, address Воронеж
[24.01.2025 0:52:44] Добавлены покупатели: id 1556, name Kim Callahan MD, age 38, address Тамбов
[24.01.2025 0:52:44] Добавлены покупатели: id 1557, name Michelle Rivera, age 23, address Мурманск
[24.01.2025 0:52:44] Добавлены покупатели: id 1558, name David Hall, age 23, address Каменск-Уральский
[24.01.2025 0:52:44] Добавлены покупатели: id 1559, name Ashlee Stephens, age 47, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1560, name Lauren Smith, age 52, address Самара
[24.01.2025 0:52:44] Добавлены покупатели: id 1561, name Karen Holmes, age 41, address Архангельск
[24.01.2025 0:52:44] Добавлены покупатели: id 1562, name Jeanne Valencia, age 31, address Иваново
[24.01.2025 0:52:44] Добавлены покупатели: id 1563, name Jerry Jones, age 52, address Санкт-Петербург
[24.01.2025 0:52:44] Добавлены покупатели: id 1564, name Nicolas Vincent, age 34, address Благовещенск
[24.01.2025 0:52:44] Добавлены покупатели: id 1565, name Holly Baker, age 47, address Петрозаводск
[24.01.2025 0:52:44] Добавлены покупатели: id 1566, name Amanda Navarro, age 21, address Саратов
[24.01.2025 0:52:44] Добавлены покупатели: id 1567, name Christopher Riley, age 64, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1568, name Ryan Anderson, age 43, address Дербент
[24.01.2025 0:52:44] Добавлены покупатели: id 1569, name Peter Hale, age 57, address Старый Оскол
[24.01.2025 0:52:44] Добавлены покупатели: id 1570, name Marissa Benson, age 59, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1571, name Carol Murphy, age 28, address Энгельс
[24.01.2025 0:52:44] Добавлены покупатели: id 1572, name Rebecca Smith, age 47, address Волгоград
[24.01.2025 0:52:44] Добавлены покупатели: id 1573, name Dr. Kathryn Clay PhD, age 30, address Киров
[24.01.2025 0:52:44] Добавлены покупатели: id 1574, name Darius Phillips, age 61, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1575, name Michael Ross, age 33, address Москва
[24.01.2025 0:52:44] Добавлены покупатели: id 1576, name Kenneth Holloway, age 23, address Смоленск
[24.01.2025 0:52:44] Добавлены покупатели: id 1577, name John Long, age 20, address Барнаул
[24.01.2025 0:52:44] Добавлены покупатели: id 1578, name Thomas Hart, age 34, address Саранск
[24.01.2025 0:52:44] Добавлены покупатели: id 1579, name Sharon Brock, age 45, address Новороссийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1580, name Scott Reyes, age 45, address Тюмень
[24.01.2025 0:52:44] Добавлены покупатели: id 1581, name Julie Frederick, age 47, address Курган
[24.01.2025 0:52:44] Добавлены покупатели: id 1582, name Kevin Hernandez, age 50, address Новосибирск
[24.01.2025 0:52:44] Добавлены покупатели: id 1583, name Crystal Miller, age 28, address Сызрань
[24.01.2025 0:52:44] Добавлены покупатели: id 1584, name Antonio Herrera, age 31, address Астрахань
[24.01.2025 0:52:44] Добавлены покупатели: id 1585, name Candace Williams, age 66, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1586, name Jacqueline Johnson, age 67, address Ангарск
[24.01.2025 0:52:44] Добавлены покупатели: id 1587, name Thomas Stone, age 61, address Бийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1588, name Tracey Simmons, age 38, address Петрозаводск
[24.01.2025 0:52:44] Добавлены покупатели: id 1589, name John Russell, age 21, address Сызрань
[24.01.2025 0:52:44] Добавлены покупатели: id 1590, name James Gonzales MD, age 42, address Сыктывкар
[24.01.2025 0:52:44] Добавлены покупатели: id 1591, name Jeremy Parker, age 56, address Красноярск
[24.01.2025 0:52:44] Добавлены покупатели: id 1592, name Christopher Garcia, age 24, address Астрахань
[24.01.2025 0:52:44] Добавлены покупатели: id 1593, name Chelsea Burns, age 64, address Нижневартовск
[24.01.2025 0:52:44] Добавлены покупатели: id 1594, name Jessica White, age 22, address Орск
[24.01.2025 0:52:44] Добавлены покупатели: id 1595, name Daniel Lewis, age 46, address Энгельс
[24.01.2025 0:52:44] Добавлены покупатели: id 1596, name Vicki Jones, age 41, address Чита
[24.01.2025 0:52:44] Добавлены покупатели: id 1597, name Carolyn Duffy, age 32, address Норильск
[24.01.2025 0:52:44] Добавлены покупатели: id 1598, name Michael Walker, age 26, address Химки
[24.01.2025 0:52:44] Добавлены покупатели: id 1599, name Joseph Tucker, age 20, address Магнитогорск
[24.01.2025 0:52:44] Добавлены покупатели: id 1600, name Teresa Beck, age 27, address Новокузнецк
[24.01.2025 0:52:44] Добавлены покупатели: id 1601, name Donna Holmes, age 70, address Пенза
[24.01.2025 0:52:44] Добавлены покупатели: id 1602, name John Hayes, age 30, address Шахты
[24.01.2025 0:52:44] Добавлены покупатели: id 1603, name Angelica Soto, age 27, address Смоленск
[24.01.2025 0:52:44] Добавлены покупатели: id 1604, name Dr. Samuel King Jr., age 55, address Киров
[24.01.2025 0:52:44] Добавлены покупатели: id 1605, name Paul Chan, age 62, address Новосибирск
[24.01.2025 0:52:44] Добавлены покупатели: id 1606, name Clifford Hanna, age 65, address Санкт-Петербург
[24.01.2025 0:52:44] Добавлены покупатели: id 1607, name Andrew Brown, age 20, address Бийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1608, name Angela Rodriguez, age 38, address Курган
[24.01.2025 0:52:44] Добавлены покупатели: id 1609, name Kenneth Rodriguez, age 23, address Сургут
[24.01.2025 0:52:44] Добавлены покупатели: id 1610, name Eric Walters, age 55, address Москва
[24.01.2025 0:52:44] Добавлены покупатели: id 1611, name Lisa Perez, age 47, address Сургут
[24.01.2025 0:52:44] Добавлены покупатели: id 1612, name Daniel Robinson, age 58, address Абакан
[24.01.2025 0:52:44] Добавлены покупатели: id 1613, name Kristine Hall, age 37, address Каменск-Уральский
[24.01.2025 0:52:44] Добавлены покупатели: id 1614, name Stacey Francis, age 38, address Тюмень
[24.01.2025 0:52:44] Добавлены покупатели: id 1615, name Abigail Melton, age 58, address Саранск
[24.01.2025 0:52:44] Добавлены покупатели: id 1616, name Gilbert Jackson, age 52, address Балашов
[24.01.2025 0:52:44] Добавлены покупатели: id 1617, name Martha Day, age 55, address Кемерово
[24.01.2025 0:52:44] Добавлены покупатели: id 1618, name Natalie Hudson, age 61, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1619, name Melissa Wilson, age 50, address Новосибирск
[24.01.2025 0:52:44] Добавлены покупатели: id 1620, name Mr. Hunter Duncan, age 43, address Сызрань
[24.01.2025 0:52:44] Добавлены покупатели: id 1621, name Kiara Lester, age 69, address Тамбов
[24.01.2025 0:52:44] Добавлены покупатели: id 1622, name Alicia Kim, age 39, address Махачкала
[24.01.2025 0:52:44] Добавлены покупатели: id 1623, name David Dunn, age 26, address Северодвинск
